INFO admin 2020-07-12 18:55:41,293 - Requested for report generation.
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,681 - findfont: score(<Font 'Comic Sans MS' (comic.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,681 - findfont: score(<Font 'MingLiU-ExtB' (mingliub.ttc) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,681 - findfont: score(<Font 'Lucida Sans Unicode' (l_10646.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,681 - findfont: score(<Font 'Segoe UI' (segoeui.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,682 - findfont: score(<Font 'Palatino Linotype' (palai.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,682 - findfont: score(<Font 'Calibri' (calibri.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,682 - findfont: score(<Font 'SimSun-ExtB' (simsunb.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,683 - findfont: score(<Font 'Georgia' (georgiab.ttf) normal normal 700 normal>) = 10.335
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,683 - findfont: score(<Font 'Bahnschrift' (bahnschrift.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,683 - findfont: score(<Font 'Trebuchet MS' (trebucbd.ttf) normal normal 700 normal>) = 10.335
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,684 - findfont: score(<Font 'Yu Gothic' (YuGothL.ttc) normal normal light normal>) = 10.24
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,684 - findfont: score(<Font 'Comic Sans MS' (comici.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,684 - findfont: score(<Font 'Segoe MDL2 Assets' (segmdl2.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,685 - findfont: score(<Font 'Gadugi' (gadugib.ttf) normal normal 700 normal>) = 10.335
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,685 - findfont: score(<Font 'Yu Gothic' (YuGothM.ttc) normal normal medium normal>) = 10.145
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,685 - findfont: score(<Font 'Candara' (Candarai.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,685 - findfont: score(<Font 'Corbel' (corbel.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,686 - findfont: score(<Font 'Verdana' (verdanab.ttf) normal normal 700 normal>) = 3.9713636363636367
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,686 - findfont: score(<Font 'Segoe UI' (seguili.ttf) italic normal light normal>) = 11.24
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,686 - findfont: score(<Font 'Franklin Gothic Medium' (framd.ttf) normal normal medium normal>) = 10.145
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,687 - findfont: score(<Font 'Times New Roman' (times.ttf) normal normal roman normal>) = 10.145
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,687 - findfont: score(<Font 'Cambria' (cambriab.ttf) normal normal 700 normal>) = 10.335
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,687 - findfont: score(<Font 'Microsoft YaHei' (msyhl.ttc) normal normal light normal>) = 10.24
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,687 - findfont: score(<Font 'Arial' (ariblk.ttf) normal normal black normal>) = 6.888636363636364
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,688 - findfont: score(<Font 'Segoe UI' (segoeuii.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,688 - findfont: score(<Font 'Calibri' (calibrii.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,688 - findfont: score(<Font 'Webdings' (webdings.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,688 - findfont: score(<Font 'Impact' (impact.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,688 - findfont: score(<Font 'Segoe Print' (segoeprb.ttf) normal normal 700 normal>) = 10.335
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,688 - findfont: score(<Font 'Candara' (Candarali.ttf) italic normal light normal>) = 11.24
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,689 - findfont: score(<Font 'Lucida Sans Unicode' (l_10646.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,689 - findfont: score(<Font 'Calibri' (calibrii.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,689 - findfont: score(<Font 'Georgia' (georgiaz.ttf) italic normal 700 normal>) = 11.335
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,689 - findfont: score(<Font 'Marlett' (marlett.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,689 - findfont: score(<Font 'Palatino Linotype' (palai.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,690 - findfont: score(<Font 'Constantia' (constanb.ttf) normal normal 700 normal>) = 10.335
DEBUG matplotlib.font_manager 2020-07-13 10:21:37,690 - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0 to DejaVu Sans ('c:\\python 3.8.2\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf') with score of 0.050000.
DEBUG admin 2020-07-13 10:21:37,777 - Packing returned image as a stream of bytes to the Response object
INFO admin 2020-07-13 10:21:37,777 - Plotted elbow curve successfully
DEBUG admin 2020-07-13 10:21:37,777 - Writing optimal k value
INFO admin 2020-07-13 10:21:37,778 - Obtained optimal value of K using Elbow curve successfully
INFO werkzeug 2020-07-13 10:21:37,779 - 127.0.0.1 - - [13/Jul/2020 10:21:37] "[37mPOST /clustering/elbow?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:40,723 - Requested to get optimal k value
DEBUG admin 2020-07-13 10:21:40,723 - Reading datafile for optimal k value after elbow method
INFO admin 2020-07-13 10:21:40,724 - Get request for optimal k value served successfully
INFO werkzeug 2020-07-13 10:21:40,725 - 127.0.0.1 - - [13/Jul/2020 10:21:40] "[37mGET /clustering/elbow?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:40,734 - Requested for optimal value of K using Silhouette.
DEBUG admin 2020-07-13 10:21:40,734 - Reading datafile..
DEBUG admin 2020-07-13 10:21:40,735 - Setting default value of threshold for Variance Threshold to 0.0001
DEBUG admin 2020-07-13 10:21:40,735 - Setting default value of number of components for PCA to 0.8
DEBUG admin 2020-07-13 10:21:40,735 - Calculating tf-idf
DEBUG admin 2020-07-13 10:21:40,757 - Calculating variance threshold
DEBUG admin 2020-07-13 10:21:40,761 - Applying PCA
DEBUG admin 2020-07-13 10:21:40,770 - Applying silhouette coefficient
DEBUG admin 2020-07-13 10:21:40,770 - Plotting silhouette score
DEBUG admin 2020-07-13 10:21:41,911 - Packing returned image as a stream of bytes to the Response object
INFO admin 2020-07-13 10:21:41,912 - Plotted silhouette score successfully
DEBUG admin 2020-07-13 10:21:41,912 - Writting optimal k
INFO admin 2020-07-13 10:21:41,914 - Obtained optimal value of k using Silhouette score successfully
INFO werkzeug 2020-07-13 10:21:41,916 - 127.0.0.1 - - [13/Jul/2020 10:21:41] "[37mPOST /clustering/silhouette?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,659 - Requested to get optimal k value
DEBUG admin 2020-07-13 10:21:43,659 - Reading datafile for optimal k value after silhouette
INFO admin 2020-07-13 10:21:43,660 - Get request for optimal k value served successfully
INFO werkzeug 2020-07-13 10:21:43,660 - 127.0.0.1 - - [13/Jul/2020 10:21:43] "[37mGET /clustering/silhouette?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,671 - Requested to cluster documents.
DEBUG admin 2020-07-13 10:21:43,671 - Reading datafile..
DEBUG admin 2020-07-13 10:21:43,672 - Setting default value of threshold for Variance Threshold to 0.0001
DEBUG admin 2020-07-13 10:21:43,672 - Setting default value of number of components for PCA to 0.8
DEBUG admin 2020-07-13 10:21:43,672 - Calculating tf-idf
DEBUG admin 2020-07-13 10:21:43,711 - Calculating variance threshold
DEBUG admin 2020-07-13 10:21:43,717 - Applying PCA
DEBUG admin 2020-07-13 10:21:43,728 - Applying K-Means algorithm
DEBUG admin 2020-07-13 10:21:43,759 - Sorting clusters
DEBUG admin 2020-07-13 10:21:43,760 - Converting to JSON format
DEBUG admin 2020-07-13 10:21:43,761 - Writting summary
DEBUG admin 2020-07-13 10:21:43,762 - Writting clustering information to datafile
INFO werkzeug 2020-07-13 10:21:43,764 - 127.0.0.1 - - [13/Jul/2020 10:21:43] "[37mPOST /clustering/kmeans?k=4&format=csv&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,770 - Requested to get clustering details.
DEBUG admin 2020-07-13 10:21:43,770 - Reading datafile for clustered data
INFO admin 2020-07-13 10:21:43,770 - Get request for clustered data served successfully
INFO werkzeug 2020-07-13 10:21:43,771 - 127.0.0.1 - - [13/Jul/2020 10:21:43] "[37mGET /clustering/kmeans?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,784 - Requested to get clustering summary.
DEBUG admin 2020-07-13 10:21:43,784 - Reading datafile for clustering summary
INFO admin 2020-07-13 10:21:43,785 - Get request for clustering summary served successfully
DEBUG admin 2020-07-13 10:21:43,785 - Returning summary
INFO werkzeug 2020-07-13 10:21:43,786 - 127.0.0.1 - - [13/Jul/2020 10:21:43] "[37mGET /clustering/summary?uname=admin HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,795 - Requested to cluster documents.
DEBUG admin 2020-07-13 10:21:43,795 - Reading datafile..
DEBUG admin 2020-07-13 10:21:43,797 - Setting default value of threshold for Variance Threshold to 0.0001
DEBUG admin 2020-07-13 10:21:43,798 - Setting default value of number of components for PCA to 0.8
DEBUG admin 2020-07-13 10:21:43,798 - Calculating tf-idf
DEBUG admin 2020-07-13 10:21:43,818 - Calculating variance threshold
DEBUG admin 2020-07-13 10:21:43,822 - Applying PCA
DEBUG admin 2020-07-13 10:21:43,830 - Applying DBSCAN algorithm
DEBUG admin 2020-07-13 10:21:43,858 - Sorting clusters
DEBUG admin 2020-07-13 10:21:43,859 - Converting to JSON format
DEBUG admin 2020-07-13 10:21:43,860 - Writting summary
DEBUG admin 2020-07-13 10:21:43,861 - Writting clustering information to datafile
INFO werkzeug 2020-07-13 10:21:43,863 - 127.0.0.1 - - [13/Jul/2020 10:21:43] "[37mPOST /clustering/dbscan?eps=0.3&min=1&format=csv&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,868 - Requested to get clustering details.
DEBUG admin 2020-07-13 10:21:43,869 - Reading datafile for clustered data
INFO admin 2020-07-13 10:21:43,869 - Get request for clustered data served successfully
INFO werkzeug 2020-07-13 10:21:43,870 - 127.0.0.1 - - [13/Jul/2020 10:21:43] "[37mGET /clustering/dbscan?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,883 - Requested to get clustering summary.
DEBUG admin 2020-07-13 10:21:43,883 - Reading datafile for clustering summary
INFO admin 2020-07-13 10:21:43,884 - Get request for clustering summary served successfully
DEBUG admin 2020-07-13 10:21:43,884 - Returning summary
INFO werkzeug 2020-07-13 10:21:43,885 - 127.0.0.1 - - [13/Jul/2020 10:21:43] "[37mGET /clustering/summary?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,894 - Requested to cluster documents.
DEBUG admin 2020-07-13 10:21:43,894 - Reading datafile..
DEBUG admin 2020-07-13 10:21:43,895 - Setting default value of threshold for Variance Threshold to 0.0001
DEBUG admin 2020-07-13 10:21:43,896 - Setting default value of number of components for PCA to 0.8
DEBUG admin 2020-07-13 10:21:43,896 - Calculating tf-idf
DEBUG admin 2020-07-13 10:21:43,917 - Calculating variance threshold
DEBUG admin 2020-07-13 10:21:43,922 - Applying PCA
DEBUG admin 2020-07-13 10:21:43,929 - Applying Agglomerative algorithm
DEBUG admin 2020-07-13 10:21:43,954 - Sorting clusters
DEBUG admin 2020-07-13 10:21:43,955 - Converting to JSON format
DEBUG admin 2020-07-13 10:21:43,956 - Writting summary
DEBUG admin 2020-07-13 10:21:43,957 - Writting clustering information to datafile
INFO werkzeug 2020-07-13 10:21:43,959 - 127.0.0.1 - - [13/Jul/2020 10:21:43] "[37mPOST /clustering/agglomerative?k=5&format=csv&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,965 - Requested to get clustering details.
DEBUG admin 2020-07-13 10:21:43,965 - Reading datafile for clustered data
INFO admin 2020-07-13 10:21:43,965 - Get request for clustered data served successfully
INFO werkzeug 2020-07-13 10:21:43,966 - 127.0.0.1 - - [13/Jul/2020 10:21:43] "[37mGET /clustering/agglomerative?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,980 - Requested to get clustering summary.
DEBUG admin 2020-07-13 10:21:43,980 - Reading datafile for clustering summary
INFO admin 2020-07-13 10:21:43,980 - Get request for clustering summary served successfully
DEBUG admin 2020-07-13 10:21:43,980 - Returning summary
INFO werkzeug 2020-07-13 10:21:43,981 - 127.0.0.1 - - [13/Jul/2020 10:21:43] "[37mGET /clustering/summary?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:43,991 - Requested to cluster documents.
DEBUG admin 2020-07-13 10:21:43,991 - Reading datafile..
DEBUG admin 2020-07-13 10:21:43,991 - Setting default value of threshold for Variance Threshold to 0.0001
DEBUG admin 2020-07-13 10:21:43,992 - Setting default value of number of components for PCA to 0.8
DEBUG admin 2020-07-13 10:21:43,992 - Calculating tf-idf
DEBUG admin 2020-07-13 10:21:44,015 - Calculating variance threshold
DEBUG admin 2020-07-13 10:21:44,020 - Applying PCA
DEBUG admin 2020-07-13 10:21:44,027 - Applying Birch algorithm
DEBUG admin 2020-07-13 10:21:44,046 - Sorting clusters
DEBUG admin 2020-07-13 10:21:44,047 - Converting to JSON format
DEBUG admin 2020-07-13 10:21:44,048 - Writting summary
DEBUG admin 2020-07-13 10:21:44,049 - Writting clustering information to datafile
INFO werkzeug 2020-07-13 10:21:44,051 - 127.0.0.1 - - [13/Jul/2020 10:21:44] "[37mPOST /clustering/birch?k=5&format=csv&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:44,058 - Requested to get clustering details.
DEBUG admin 2020-07-13 10:21:44,058 - Reading datafile for clustered data
INFO admin 2020-07-13 10:21:44,059 - Get request for clustered data served successfully
INFO werkzeug 2020-07-13 10:21:44,060 - 127.0.0.1 - - [13/Jul/2020 10:21:44] "[37mGET /clustering/birch?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:44,072 - Requested to get clustering summary.
DEBUG admin 2020-07-13 10:21:44,072 - Reading datafile for clustering summary
INFO admin 2020-07-13 10:21:44,073 - Get request for clustering summary served successfully
DEBUG admin 2020-07-13 10:21:44,073 - Returning summary
INFO werkzeug 2020-07-13 10:21:44,073 - 127.0.0.1 - - [13/Jul/2020 10:21:44] "[37mGET /clustering/summary?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:44,083 - Logging off...deleting all cached files
INFO admin 2020-07-13 10:21:44,134 - Cleared cache
INFO werkzeug 2020-07-13 10:21:44,135 - 127.0.0.1 - - [13/Jul/2020 10:21:44] "[37mDELETE /clear?uname=admin HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:44,145 - Requested for report generation.
DEBUG admin 2020-07-13 10:21:44,145 - Checking for json input
DEBUG admin 2020-07-13 10:21:44,146 - Fetching URLs
DEBUG admin 2020-07-13 10:21:44,146 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007930/dp108304_424b2-us1972721.htm URL
DEBUG admin 2020-07-13 10:21:45,009 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319008018/dp108385_424b2-us1972668.htm URL
DEBUG admin 2020-07-13 10:21:45,472 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319008084/dp108463_424b2-us1972667.htm URL
DEBUG admin 2020-07-13 10:21:45,934 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319009058/dp109430_424b2-us1972617.htm URL
DEBUG admin 2020-07-13 10:21:46,333 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007911/dp108280_424b2-us1972550.htm URL
DEBUG admin 2020-07-13 10:21:46,784 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319009050/dp109447_424b2-us1972547.htm URL
DEBUG admin 2020-07-13 10:21:47,205 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007828/dp108206_424b2-us1972545.htm URL
DEBUG admin 2020-07-13 10:21:47,677 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319009060/dp109497_424b2-us1972484.htm URL
DEBUG admin 2020-07-13 10:21:48,110 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007527/dp107872_fwp-us1972482.htm URL
DEBUG admin 2020-07-13 10:21:48,367 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007524/dp107870_fwp-us1972480.htm URL
DEBUG admin 2020-07-13 10:21:48,693 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319008572/dp109026_424b2-us1972369.htm URL
DEBUG admin 2020-07-13 10:21:49,094 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007525/dp107868_fwp-us1972350.htm URL
DEBUG admin 2020-07-13 10:21:49,375 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319009080/dp109492_424b2-us1972281.htm URL
DEBUG admin 2020-07-13 10:21:49,904 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007870/dp108232_424b2-us1972280.htm URL
DEBUG admin 2020-07-13 10:21:50,634 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007155/dp107611_424b2-us1972269.htm URL
DEBUG admin 2020-07-13 10:21:51,100 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319009048/dp109444_424b2-us1972158.htm URL
DEBUG admin 2020-07-13 10:21:51,666 - Using bruteforce method for report generation
INFO admin 2020-07-13 10:21:53,729 - Report generated successfully
INFO werkzeug 2020-07-13 10:21:53,730 - 127.0.0.1 - - [13/Jul/2020 10:21:53] "[37mPOST /report?username=admin&kind=1 HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 10:21:53,737 - Requested for report generation.
DEBUG admin 2020-07-13 10:21:53,738 - Searching for JSON Dump
DEBUG admin 2020-07-13 10:21:53,738 - Found JSON Dump
DEBUG admin 2020-07-13 10:21:53,738 - Get request served successfully
INFO werkzeug 2020-07-13 10:21:53,739 - 127.0.0.1 - - [13/Jul/2020 10:21:53] "[37mGET /report?username=admin HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 12:54:13,595 - Requested to extract data.
DEBUG admin 2020-07-13 12:54:13,611 - Extracted links and ISINs from JSON object.
INFO admin 2020-07-13 12:54:23,702 - Made entry for extracted data in datafile successfully.
INFO werkzeug 2020-07-13 12:54:23,702 - 127.0.0.1 - - [13/Jul/2020 12:54:23] "[37mPOST /extract?no_of_docs=10&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 12:54:43,177 - Requested to export extracted data.
DEBUG admin 2020-07-13 12:54:43,177 - Checking if filepath has valid format
DEBUG admin 2020-07-13 12:54:43,177 - Exporting data to excel file
INFO admin 2020-07-13 12:54:43,334 - Exported successfully
INFO werkzeug 2020-07-13 12:54:43,334 - 127.0.0.1 - - [13/Jul/2020 12:54:43] "[37mPOST /extract/export?filepath=extract.xlsx&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 12:55:36,663 - Requested to pre-process data.
DEBUG admin 2020-07-13 12:55:36,663 - Reading data from datafile
DEBUG admin 2020-07-13 12:55:36,679 - Pre-processing text data
DEBUG admin 2020-07-13 12:55:42,224 - Pre-processed data
DEBUG admin 2020-07-13 12:55:42,224 - Writting pre-processed data to datafile
DEBUG admin 2020-07-13 12:55:42,224 - Made entry of pre-processed data in datafile successfully
INFO werkzeug 2020-07-13 12:55:42,224 - 127.0.0.1 - - [13/Jul/2020 12:55:42] "[37mPOST /preprocess?steps=url&steps=stemming&steps=lemmatization&steps=stopwords&steps=unusual&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 12:55:54,728 - Requested to export pre-processed data.
DEBUG admin 2020-07-13 12:55:54,728 - Reading pre-processed datafile.
DEBUG admin 2020-07-13 12:55:54,728 - Exporting pre-processed data to excel file.
INFO admin 2020-07-13 12:55:54,759 - Exported pre-processed data successfully.
INFO werkzeug 2020-07-13 12:55:54,759 - 127.0.0.1 - - [13/Jul/2020 12:55:54] "[37mPOST /preprocess/export?filepath=prep.xlsx&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 12:56:25,418 - Requested to get optimal k value
DEBUG admin 2020-07-13 12:56:25,418 - Reading datafile for optimal k value after silhouette
ERROR admin 2020-07-13 12:56:25,418 - Error in reading datafile
Traceback (most recent call last):
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\api.py", line 1529, in get
    data = ex.get_recent_file('optimal_k_' + args['uname'])
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\extract.py", line 294, in get_recent_file
    return names[0]
IndexError: list index out of range
INFO werkzeug 2020-07-13 12:56:25,418 - 127.0.0.1 - - [13/Jul/2020 12:56:25] "[31m[1mGET /clustering/silhouette?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 400 -
INFO admin 2020-07-13 12:56:47,966 - Requested to cluster documents.
DEBUG admin 2020-07-13 12:56:47,966 - Reading datafile..
DEBUG admin 2020-07-13 12:56:47,966 - Setting default value of threshold for Variance Threshold to 0.0001
DEBUG admin 2020-07-13 12:56:47,966 - Setting default value of number of components for PCA to 0.8
DEBUG admin 2020-07-13 12:56:47,966 - Calculating tf-idf
DEBUG admin 2020-07-13 12:56:47,982 - Calculating variance threshold
DEBUG admin 2020-07-13 12:56:47,982 - Applying PCA
DEBUG admin 2020-07-13 12:56:48,138 - Applying K-Means algorithm
DEBUG admin 2020-07-13 12:56:48,185 - Sorting clusters
DEBUG admin 2020-07-13 12:56:48,185 - Converting to JSON format
DEBUG admin 2020-07-13 12:56:48,185 - Writting summary
DEBUG admin 2020-07-13 12:56:48,185 - Writting clustering information to datafile
INFO werkzeug 2020-07-13 12:56:48,185 - 127.0.0.1 - - [13/Jul/2020 12:56:48] "[37mPOST /clustering/kmeans?k=4&format=csv&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 12:57:08,025 - Requested to get clustering details.
DEBUG admin 2020-07-13 12:57:08,025 - Reading datafile for clustered data
INFO admin 2020-07-13 12:57:08,025 - Get request for clustered data served successfully
INFO werkzeug 2020-07-13 12:57:08,026 - 127.0.0.1 - - [13/Jul/2020 12:57:08] "[37mGET /clustering/kmeans?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 12:57:17,598 - Requested to get clustering summary.
DEBUG admin 2020-07-13 12:57:17,598 - Reading datafile for clustering summary
INFO admin 2020-07-13 12:57:17,598 - Get request for clustering summary served successfully
DEBUG admin 2020-07-13 12:57:17,598 - Returning summary
INFO werkzeug 2020-07-13 12:57:17,598 - 127.0.0.1 - - [13/Jul/2020 12:57:17] "[37mGET /clustering/summary?uname=admin HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 12:58:40,062 - Requested to export extracted data.
DEBUG admin 2020-07-13 12:58:40,062 - Checking if filepath has valid format
DEBUG admin 2020-07-13 12:58:40,062 - Exporting data to excel file
INFO admin 2020-07-13 12:58:40,124 - Exported successfully
INFO werkzeug 2020-07-13 12:58:40,124 - 127.0.0.1 - - [13/Jul/2020 12:58:40] "[37mPOST /extract/export?filepath=extract.xlsx&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 13:04:16,082 - Requested to export extracted data.
DEBUG admin 2020-07-13 13:04:16,097 - Checking if filepath has valid format
DEBUG admin 2020-07-13 13:04:16,097 - Exporting data to csv file
INFO admin 2020-07-13 13:04:16,113 - Exported successfully
INFO werkzeug 2020-07-13 13:04:16,113 - 127.0.0.1 - - [13/Jul/2020 13:04:16] "[37mPOST /extract/export?filepath=extract.csv&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 13:20:44,081 - Requested to cluster documents.
DEBUG admin 2020-07-13 13:20:44,081 - Reading datafile..
ERROR admin 2020-07-13 13:20:44,081 - Failed to read datafileIndexError('list index out of range')
Traceback (most recent call last):
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\api.py", line 547, in post
    jsondata = ex.read_json(ex.get_recent_file('preprocess_' + args['uname'] + '_' + fname))
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\extract.py", line 294, in get_recent_file
    return names[0]
IndexError: list index out of range
INFO werkzeug 2020-07-13 13:20:44,081 - 127.0.0.1 - - [13/Jul/2020 13:20:44] "[31m[1mPOST /clustering/kmeans?k=4&format=csv&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 400 -
INFO admin 2020-07-13 13:25:39,834 - Requested to get clustering details.
DEBUG admin 2020-07-13 13:25:39,834 - Reading datafile for clustered data
INFO admin 2020-07-13 13:25:39,834 - Get request for clustered data served successfully
INFO werkzeug 2020-07-13 13:25:39,849 - 127.0.0.1 - - [13/Jul/2020 13:25:39] "[37mGET /clustering/kmeans?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 13:25:51,316 - Requested to get clustering details.
DEBUG admin 2020-07-13 13:25:51,316 - Reading datafile for clustered data
ERROR admin 2020-07-13 13:25:51,316 - Error in reading datafile
Traceback (most recent call last):
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\api.py", line 650, in get
    data = ex.get_recent_file('cluster_' + args['uname'])
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\extract.py", line 294, in get_recent_file
    return names[0]
IndexError: list index out of range
